outer_fold,round_name,pipeline_recipe_id,inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,inner_oof_n_predictions,inner_oof_selected_rate,selected_features_text,feature_size,prescreen_name,base_model_family,model_spec_id,inner_fold_count,expected_inner_oof_predictions,missing_inner_oof_predictions,expected_inner_fold_count,missing_inner_fold_count,manifest_checked,feature_recipe_id,prescreen_recipe_id,prescreen_methods,rank_aggregation,model_kind,model_params,feature_penalty,gross_score,inner_oof_tp_at_optimal_k,inner_oof_fp_at_optimal_k,baseline_select_all_capped_features_0_business_score,baseline_select_all_capped_features_1_business_score,baseline_select_all_illegal_full_features_0_business_score,baseline_select_all_illegal_full_features_1_business_score,beats_baseline_select_all_capped_features_0,beats_baseline_select_all_capped_features_1,beats_baseline_select_all_illegal_full_features_0,beats_baseline_select_all_illegal_full_features_1,inner_selection_rank
4,round2_model_hpo_selection,ps_mean_0005__k_007__ebm_additive_deep01,5165.0,1000.0,0.5157190635451505,0.7214235355883898,4000,0.25,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,ebm_additive,ebm_additive_deep01,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""interactions"": 0, ""max_bins"": 64, ""max_rounds"": 3000, ""outer_bags"": 4}",1400.0,6565.0,771.0,229.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,1
4,round2_model_hpo_selection,ps_mean_0005__k_007__ebm_additive_deep02,5135.0,1000.0,0.5143812709030101,0.7234445861146529,4000,0.25,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,ebm_additive,ebm_additive_deep02,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""interactions"": 0, ""max_bins"": 128, ""max_rounds"": 4000, ""outer_bags"": 6}",1400.0,6535.0,769.0,231.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,2
4,round2_model_hpo_selection,ps_mean_0005__k_007__ebm_additive_deep03,5135.0,997.0,0.5143812709030101,0.7210725268131704,4000,0.24925,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,ebm_additive,ebm_additive_deep03,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""interactions"": 2, ""max_bins"": 64, ""max_rounds"": 3000, ""outer_bags"": 4}",1400.0,6535.0,768.0,229.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,3
4,round2_model_hpo_selection,ps_mean_0005__k_007__lightgbm_classifier_deep02,5135.0,1000.0,0.5143812709030101,0.7182779569489237,4000,0.25,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,lightgbm_classifier,lightgbm_classifier_deep02,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.04, ""min_child_samples"": 15, ""n_estimators"": 220, ""num_leaves"": 11, ""scale_pos_weight_multiplier"": 0.9}",1400.0,6535.0,769.0,231.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,4
4,round2_model_hpo_selection,ps_mean_0007__k_008__extra_trees_small_deep01,5100.0,1000.0,0.5217391304347826,0.7208150203755094,4000,0.25,"var_175,var_190,var_214,var_254,var_341,var_379,var_389,var_482",8,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep01,5,4000,0,5,0,True,ps_mean_0007__k_008,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",1600.0,6700.0,780.0,220.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,5
4,round2_model_hpo_selection,ps_mean_0005__k_007__xgboost_classifier_deep08,5075.0,994.0,0.5113941018766756,0.7190489762244057,4000,0.2485,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,xgboost_classifier,xgboost_classifier_deep08,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.025, ""max_depth"": 3, ""min_child_weight"": 10.0, ""n_estimators"": 360, ""reg_lambda"": 3.0}",1400.0,6475.0,763.0,231.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,6
4,round2_model_hpo_selection,ps_mean_0005__k_006__extra_trees_small_deep02,5065.0,1000.0,0.5023411371237457,0.6982924573114329,4000,0.25,"var_159,var_175,var_190,var_254,var_341,var_379",6,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_006,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1200.0,6265.0,751.0,249.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,7
4,round2_model_hpo_selection,ps_mean_0007__k_007__extra_trees_small_deep01,5060.0,1000.0,0.5110367892976589,0.708969474236856,4000,0.25,"var_175,var_190,var_214,var_254,var_341,var_389,var_482",7,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep01,5,4000,0,5,0,True,ps_mean_0007__k_007,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",1400.0,6460.0,764.0,236.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,8
4,round2_model_hpo_selection,ps_mean_0005__k_008__ebm_additive_deep02,5040.0,1000.0,0.5190635451505017,0.7330358258956473,4000,0.25,"var_116,var_159,var_175,var_190,var_214,var_254,var_341,var_379",8,single__lightgbm_gain,ebm_additive,ebm_additive_deep02,5,4000,0,5,0,True,ps_mean_0005__k_008,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""interactions"": 0, ""max_bins"": 128, ""max_rounds"": 4000, ""outer_bags"": 6}",1600.0,6640.0,776.0,224.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,9
4,round2_model_hpo_selection,ps_mean_0005__k_007__xgboost_classifier_deep04,5035.0,996.0,0.5097119892833222,0.7176921923048076,4000,0.249,"var_159,var_175,var_190,var_214,var_254,var_341,var_379",7,single__lightgbm_gain,xgboost_classifier,xgboost_classifier_deep04,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.03, ""max_depth"": 3, ""min_child_weight"": 5.0, ""n_estimators"": 300, ""scale_pos_weight_multiplier"": 1.2}",1400.0,6435.0,761.0,235.0,2455.0,2255.0,9850.0,9650.0,1.0,1.0,0.0,0.0,10
5,round2_model_hpo_selection,ps_mean_0007__k_008__extra_trees_small_deep02,4970.0,999.0,0.5158916025426564,0.7205205130128253,4000,0.24975,"var_175,var_190,var_214,var_254,var_341,var_379,var_389,var_482",8,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_008,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1600.0,6570.0,771.0,228.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,1
5,round2_model_hpo_selection,ps_mean_0005__k_006__extra_trees_small_deep03,4945.0,1000.0,0.4969899665551839,0.6953996349908748,4000,0.25,"var_116,var_159,var_190,var_214,var_254,var_379",6,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep03,5,4000,0,5,0,True,ps_mean_0005__k_006,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",1200.0,6145.0,743.0,257.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,2
5,round2_model_hpo_selection,ps_mean_0007__k_008__extra_trees_small_deep01,4920.0,1000.0,0.5137123745819397,0.7174901872546814,4000,0.25,"var_175,var_190,var_214,var_254,var_341,var_379,var_389,var_482",8,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep01,5,4000,0,5,0,True,ps_mean_0007__k_008,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",1600.0,6520.0,768.0,232.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,3
5,round2_model_hpo_selection,ps_mean_0007__k_006__extra_trees_small_deep03,4905.0,999.0,0.4951488792238206,0.6923025575639391,4000,0.24975,"var_175,var_190,var_214,var_254,var_389,var_482",6,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep03,5,4000,0,5,0,True,ps_mean_0007__k_006,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",1200.0,6105.0,740.0,259.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,4
5,round2_model_hpo_selection,ps_mean_0007__k_006__extra_trees_small_deep02,4900.0,1000.0,0.4949832775919732,0.6924600615015375,4000,0.25,"var_175,var_190,var_214,var_254,var_389,var_482",6,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_006,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1200.0,6100.0,740.0,260.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,5
5,round2_model_hpo_selection,ps_mean_0007__k_007__extra_trees_small_deep01,4895.0,1000.0,0.5036789297658862,0.7030520763019076,4000,0.25,"var_175,var_190,var_214,var_254,var_379,var_389,var_482",7,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep01,5,4000,0,5,0,True,ps_mean_0007__k_007,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",1400.0,6295.0,753.0,247.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,6
5,round2_model_hpo_selection,ps_mean_0007__k_007__extra_trees_small_deep03,4880.0,1000.0,0.5030100334448161,0.7080602015050377,4000,0.25,"var_175,var_190,var_214,var_254,var_379,var_389,var_482",7,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep03,5,4000,0,5,0,True,ps_mean_0007__k_007,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",1400.0,6280.0,752.0,248.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,7
5,round2_model_hpo_selection,ps_mean_0007__k_007__extra_trees_small_deep08,4880.0,1000.0,0.5030100334448161,0.7067469186729669,4000,0.25,"var_175,var_190,var_214,var_254,var_379,var_389,var_482",7,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep08,5,4000,0,5,0,True,ps_mean_0007__k_007,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 20, ""n_estimators"": 500}",1400.0,6280.0,752.0,248.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,8
5,round2_model_hpo_selection,ps_mean_0005__k_005__extra_trees_small_deep05,4875.0,1000.0,0.4849498327759197,0.6797709942748569,4000,0.25,"var_159,var_190,var_214,var_254,var_379",5,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep05,5,4000,0,5,0,True,ps_mean_0005__k_005,ps_mean_0005,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 24, ""n_estimators"": 500}",1000.0,5875.0,725.0,275.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,9
5,round2_model_hpo_selection,ps_mean_0007__k_006__extra_trees_small_deep01,4860.0,999.0,0.4931415189026431,0.6900945023625591,4000,0.24975,"var_175,var_190,var_214,var_254,var_389,var_482",6,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep01,5,4000,0,5,0,True,ps_mean_0007__k_006,ps_mean_0007,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 320}",1200.0,6060.0,737.0,262.0,2305.0,2105.0,9850.0,9650.0,1.0,1.0,0.0,0.0,10
