outer_fold,round_name,prescreen_recipe_id,inner_oof_business_score,inner_oof_optimal_k,inner_oof_f1_score,inner_oof_roc_auc_score,inner_oof_n_predictions,inner_oof_selected_rate,selected_features_text,feature_size,prescreen_name,base_model_family,model_spec_id,inner_fold_count,expected_inner_oof_predictions,missing_inner_oof_predictions,expected_inner_fold_count,missing_inner_fold_count,manifest_checked,feature_recipe_id,pipeline_recipe_id,prescreen_methods,rank_aggregation,model_kind,model_params,feature_penalty,gross_score,inner_oof_tp_at_optimal_k,inner_oof_fp_at_optimal_k,baseline_select_all_capped_features_0_business_score,baseline_select_all_capped_features_1_business_score,baseline_select_all_illegal_full_features_0_business_score,baseline_select_all_illegal_full_features_1_business_score,beats_baseline_select_all_capped_features_0,beats_baseline_select_all_capped_features_1,beats_baseline_select_all_illegal_full_features_0,beats_baseline_select_all_illegal_full_features_1,inner_selection_rank
1,round1_prescreen_feature_screen,ps_mean_0039,4040.0,999.0,0.4475064435223173,0.6319149462776622,4000,0.24975,"var_190,var_254,var_264,var_31,var_328",5,triple__mutual_info+abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0039__k_005,ps_mean_0039__k_005__xgboost_classifier_deep03,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1000.0,5040.0,669.0,330.0,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,39
1,round1_prescreen_feature_screen,ps_mean_0018,4024.0,999.6,0.46465398424929194,0.6565648204376139,4000,0.2499,"var_10,var_175,var_190,var_254,var_31,var_328,var_389",7,pair__abs_corr+lightgbm_gain,lightgbm_classifier,lightgbm_classifier_deep03,5,4000,0,5,0,True,ps_mean_0018__k_007,ps_mean_0018__k_007__lightgbm_classifier_deep03,"[""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""min_child_samples"": 20, ""n_estimators"": 260, ""num_leaves"": 15, ""scale_pos_weight_multiplier"": 1.0}",1400.0,5424.0,694.8,304.8,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,40
1,round1_prescreen_feature_screen,ps_mean_0003,4024.0,997.4,0.4467059068962933,0.6311777813500723,4000,0.24935000000000002,"var_174,var_198,var_328,var_344,var_389",5,single__logistic_l1,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0003__k_005,ps_mean_0003__k_005__extra_trees_small_deep02,"[""logistic_l1""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1000.0,5024.0,667.4,330.0,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,41
1,round1_prescreen_feature_screen,ps_mean_0020,3993.0,998.8,0.4721719374992447,0.6644839558001049,4000,0.24969999999999998,"var_175,var_190,var_223,var_254,var_308,var_328,var_389,var_45",8,pair__abs_corr+sparse_gam_spam,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0020__k_008,ps_mean_0020__k_008__xgboost_classifier_deep03,"[""abs_corr"", ""sparse_gam_spam""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1600.0,5593.0,705.8,293.0,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,42
1,round1_prescreen_feature_screen,ps_mean_0012,3973.0,997.4,0.47126748820119335,0.6715522239325347,4000,0.24935000000000002,"var_159,var_190,var_214,var_254,var_264,var_31,var_328,var_54",8,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_008,ps_mean_0012__k_008__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1600.0,5573.0,704.0,293.4,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,43
1,round1_prescreen_feature_screen,ps_mean_0012,3952.0,999.4,0.47927092330939036,0.6803743275801335,4000,0.24985,"var_159,var_175,var_190,var_214,var_254,var_264,var_31,var_328,var_54",9,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_009,ps_mean_0012__k_009__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1800.0,5752.0,716.6,282.8,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,44
1,round1_prescreen_feature_screen,ps_mean_0039,3930.0,995.4,0.45131704326318234,0.6347560538100897,4000,0.24885000000000002,"var_190,var_254,var_264,var_31,var_328,var_54",6,triple__mutual_info+abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0039__k_006,ps_mean_0039__k_006__xgboost_classifier_deep03,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1200.0,5130.0,673.8,321.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,45
1,round1_prescreen_feature_screen,ps_mean_0039,3926.0,997.0,0.43340290139899684,0.6189651340439644,4000,0.24924999999999997,"var_190,var_264,var_31,var_328",4,triple__mutual_info+abs_corr+lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0039__k_004,ps_mean_0039__k_004__extra_trees_small_deep02,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",800.0,4726.0,647.4,349.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,46
1,round1_prescreen_feature_screen,ps_mean_0019,3915.0,996.2,0.45966525939883757,0.6519701273950798,4000,0.24905,"var_175,var_190,var_198,var_254,var_328,var_344,var_389",7,pair__abs_corr+ebm,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0019__k_007,ps_mean_0019__k_007__xgboost_classifier_deep03,"[""abs_corr"", ""ebm""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1400.0,5315.0,686.4,309.8,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,47
1,round1_prescreen_feature_screen,ps_mean_0018,3904.0,998.6,0.4681611098355307,0.6584165829358044,4000,0.24965,"var_10,var_175,var_190,var_254,var_308,var_31,var_328,var_389",8,pair__abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0018__k_008,ps_mean_0018__k_008__xgboost_classifier_deep03,"[""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1600.0,5504.0,699.8,298.8,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,48
1,round1_prescreen_feature_screen,ps_mean_0003,3883.0,994.2,0.4312798779831467,0.6150760302896133,4000,0.24855,"var_198,var_328,var_344,var_389",4,single__logistic_l1,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0003__k_004,ps_mean_0003__k_004__extra_trees_small_deep02,"[""logistic_l1""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",800.0,4683.0,643.6,350.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,49
1,round1_prescreen_feature_screen,ps_mean_0020,3861.0,997.2,0.4751917737605235,0.6691936761719425,4000,0.2493,"var_175,var_190,var_223,var_254,var_308,var_328,var_341,var_389,var_45",9,pair__abs_corr+sparse_gam_spam,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0020__k_009,ps_mean_0020__k_009__xgboost_classifier_deep03,"[""abs_corr"", ""sparse_gam_spam""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1800.0,5661.0,709.8,287.4,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,50
1,round1_prescreen_feature_screen,ps_mean_0007,3859.0,996.8,0.4124682223139171,0.5835831425586367,4000,0.2492,"var_190,var_214",2,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_002,ps_mean_0007__k_002__extra_trees_small_deep02,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",400.0,4259.0,616.2,380.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,51
1,round1_prescreen_feature_screen,ps_mean_0005,3838.0,998.2,0.42065321941297695,0.5993355615451212,4000,0.24955,"var_214,var_254,var_341",3,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_003,ps_mean_0005__k_003__extra_trees_small_deep02,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",600.0,4438.0,628.6,369.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,52
1,round1_prescreen_feature_screen,ps_mean_0006,3807.0,999.6,0.4995671518457267,0.714554769734087,4000,0.2499,"var_116,var_159,var_175,var_190,var_214,var_226,var_254,var_341,var_379,var_389,var_415,var_482",12,single__ebm,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0006__k_012,ps_mean_0006__k_012__extra_trees_small_deep02,"[""ebm""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",2400.0,6207.0,747.0,252.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,53
1,round1_prescreen_feature_screen,ps_mean_0019,3793.0,998.6,0.4632032267593263,0.6546470816034025,4000,0.24965,"var_175,var_190,var_198,var_254,var_308,var_328,var_344,var_389",8,pair__abs_corr+ebm,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0019__k_008,ps_mean_0019__k_008__xgboost_classifier_deep03,"[""abs_corr"", ""ebm""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1600.0,5393.0,692.4,306.2,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,54
1,round1_prescreen_feature_screen,ps_mean_0012,3782.0,999.4,0.4806025210525669,0.6811907941135807,4000,0.24985,"var_10,var_159,var_175,var_190,var_214,var_254,var_264,var_31,var_328,var_54",10,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_010,ps_mean_0012__k_010__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",2000.0,5782.0,718.6,280.8,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,55
1,round1_prescreen_feature_screen,ps_mean_0005,3755.0,999.8,0.4972539021747517,0.7127787837703714,4000,0.24994999999999998,"var_116,var_159,var_175,var_190,var_214,var_226,var_254,var_261,var_341,var_379,var_389,var_482",12,single__lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0005__k_012,ps_mean_0005__k_012__xgboost_classifier_deep03,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",2400.0,6155.0,743.6,256.2,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,56
1,round1_prescreen_feature_screen,ps_mean_0018,3755.0,998.0,0.4704408646719358,0.6604401739135217,4000,0.2495,"var_10,var_175,var_190,var_254,var_264,var_308,var_31,var_328,var_389",9,pair__abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0018__k_009,ps_mean_0018__k_009__xgboost_classifier_deep03,"[""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1800.0,5555.0,703.0,295.0,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,57
1,round1_prescreen_feature_screen,ps_mean_0014,3750.0,998.4,0.4166966574237943,0.5957473138831062,4000,0.2496,"var_190,var_214,var_328",3,pair__mutual_info+sparse_gam_spam,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0014__k_003,ps_mean_0014__k_003__xgboost_classifier_deep03,"[""mutual_info"", ""sparse_gam_spam""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",600.0,4350.0,622.8,375.6,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,58
1,round1_prescreen_feature_screen,ps_mean_0007,3735.0,999.0,0.4963155883228472,0.7131357409987552,4000,0.24975,"var_116,var_175,var_190,var_214,var_226,var_254,var_261,var_328,var_341,var_379,var_389,var_482",12,single__sparse_gam_spam,lightgbm_classifier,lightgbm_classifier_deep03,5,4000,0,5,0,True,ps_mean_0007__k_012,ps_mean_0007__k_012__lightgbm_classifier_deep03,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""min_child_samples"": 20, ""n_estimators"": 260, ""num_leaves"": 15, ""scale_pos_weight_multiplier"": 1.0}",2400.0,6135.0,742.0,257.0,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,59
1,round1_prescreen_feature_screen,ps_mean_0039,3734.0,995.2,0.45150695376417244,0.6336084055702129,4000,0.2488,"var_175,var_190,var_254,var_264,var_31,var_328,var_54",7,triple__mutual_info+abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0039__k_007,ps_mean_0039__k_007__xgboost_classifier_deep03,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1400.0,5134.0,674.0,321.2,2200.0,2000.0,9865.0,9665.0,1.0,1.0,0.0,0.0,60
2,round1_prescreen_feature_screen,ps_mean_0052,4467.0,997.2,0.47535063740811856,0.6644598553120701,4000,0.2493,"var_159,var_175,var_190,var_308,var_379,var_389",6,triple__mutual_info+lightgbm_gain+ebm,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0052__k_006,ps_mean_0052__k_006__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain"", ""ebm""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1200.0,5667.0,710.2,287.0,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,1
2,round1_prescreen_feature_screen,ps_mean_0007,4435.0,999.8,0.4651579263990411,0.660243069922166,4000,0.24994999999999998,"var_175,var_190,var_214,var_254,var_379",5,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_005,ps_mean_0007__k_005__extra_trees_small_deep02,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1000.0,5435.0,695.6,304.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,2
2,round1_prescreen_feature_screen,ps_mean_0012,4347.0,999.6,0.44338788642049715,0.6130020382912754,4000,0.2499,"var_159,var_190,var_379",3,pair__mutual_info+lightgbm_gain,random_forest_small,random_forest_small_deep02,5,4000,0,5,0,True,ps_mean_0012__k_003,ps_mean_0012__k_003__random_forest_small_deep02,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",600.0,4947.0,663.0,336.6,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,3
2,round1_prescreen_feature_screen,ps_mean_0007,4335.0,998.6,0.45169735180162185,0.6390432656261289,4000,0.24965,"var_175,var_214,var_254,var_379",4,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_004,ps_mean_0007__k_004__extra_trees_small_deep02,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",800.0,5135.0,675.2,323.4,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,4
2,round1_prescreen_feature_screen,ps_mean_0005,4330.0,997.6,0.46926985817023137,0.6653110225482066,4000,0.24939999999999998,"var_175,var_190,var_214,var_254,var_341,var_379",6,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_006,ps_mean_0005__k_006__extra_trees_small_deep02,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1200.0,5530.0,701.2,296.4,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,5
2,round1_prescreen_feature_screen,ps_mean_0012,4241.0,997.6,0.44743171501095336,0.6263063327032372,4000,0.24939999999999998,"var_159,var_190,var_308,var_379",4,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_004,ps_mean_0012__k_004__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",800.0,5041.0,668.6,329.0,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,6
2,round1_prescreen_feature_screen,ps_mean_0012,4240.0,999.8,0.4564670600430053,0.6400440358917268,4000,0.24994999999999998,"var_159,var_175,var_190,var_308,var_379",5,pair__mutual_info+lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0012__k_005,ps_mean_0012__k_005__extra_trees_small_deep02,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1000.0,5240.0,682.6,317.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,7
2,round1_prescreen_feature_screen,ps_mean_0007,4232.0,999.0,0.48280473182687,0.6870719132062424,4000,0.24975,"var_175,var_190,var_214,var_254,var_261,var_341,var_379,var_482",8,single__sparse_gam_spam,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0007__k_008,ps_mean_0007__k_008__extra_trees_small_deep02,"[""sparse_gam_spam""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1600.0,5832.0,721.8,277.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,8
2,round1_prescreen_feature_screen,ps_mean_0012,4217.0,996.2,0.4642847606364243,0.647720341336912,4000,0.24905,"var_159,var_175,var_190,var_308,var_379,var_415",6,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_006,ps_mean_0012__k_006__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1200.0,5417.0,693.2,303.0,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,9
2,round1_prescreen_feature_screen,ps_mean_0005,4174.0,998.6,0.4802366719236028,0.6885465430674971,4000,0.24965,"var_116,var_175,var_190,var_214,var_254,var_341,var_379,var_482",8,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_008,ps_mean_0005__k_008__extra_trees_small_deep02,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1600.0,5774.0,717.8,280.8,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,10
2,round1_prescreen_feature_screen,ps_mean_0006,4159.0,997.0,0.46168310952925673,0.6483356287964831,4000,0.24924999999999997,"var_116,var_190,var_214,var_254,var_341,var_379",6,single__ebm,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0006__k_006,ps_mean_0006__k_006__extra_trees_small_deep02,"[""ebm""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1200.0,5359.0,689.6,307.4,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,11
2,round1_prescreen_feature_screen,ps_mean_0012,4153.0,996.6,0.47029473635665087,0.6584676339695879,4000,0.24914999999999998,"var_159,var_175,var_190,var_308,var_379,var_389,var_415",7,pair__mutual_info+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0012__k_007,ps_mean_0012__k_007__xgboost_classifier_deep03,"[""mutual_info"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1400.0,5553.0,702.4,294.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,12
2,round1_prescreen_feature_screen,ps_mean_0039,4137.0,999.4,0.4518456305999659,0.6366200415558414,4000,0.24985,"var_175,var_190,var_254,var_308,var_389",5,triple__mutual_info+abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0039__k_005,ps_mean_0039__k_005__xgboost_classifier_deep03,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1000.0,5137.0,675.6,323.8,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,13
2,round1_prescreen_feature_screen,ps_mean_0005,4134.0,999.8,0.4695748784815986,0.6730782798351667,4000,0.24995000000000003,"var_175,var_190,var_214,var_254,var_341,var_379,var_482",7,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_007,ps_mean_0005__k_007__extra_trees_small_deep02,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1400.0,5534.0,702.2,297.6,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,14
2,round1_prescreen_feature_screen,ps_mean_0005,4127.0,999.0,0.45140811080503696,0.6438876387246841,4000,0.24975,"var_175,var_214,var_254,var_341,var_379",5,single__lightgbm_gain,extra_trees_small,extra_trees_small_deep02,5,4000,0,5,0,True,ps_mean_0005__k_005,ps_mean_0005__k_005__extra_trees_small_deep02,"[""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""min_samples_leaf"": 12, ""n_estimators"": 320}",1000.0,5127.0,674.8,324.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,15
2,round1_prescreen_feature_screen,ps_mean_0018,4126.0,993.8,0.4511539217825068,0.6322186774282179,4000,0.24845,"var_175,var_190,var_254,var_264,var_389",5,pair__abs_corr+lightgbm_gain,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0018__k_005,ps_mean_0018__k_005__xgboost_classifier_deep03,"[""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1000.0,5126.0,673.0,320.8,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,16
2,round1_prescreen_feature_screen,ps_mean_0013,4074.0,997.6,0.4757842056338911,0.6666846253636637,4000,0.2494,"var_159,var_175,var_190,var_308,var_379,var_389,var_415,var_73",8,pair__mutual_info+ebm,xgboost_classifier,xgboost_classifier_deep03,5,4000,0,5,0,True,ps_mean_0013__k_008,ps_mean_0013__k_008__xgboost_classifier_deep03,"[""mutual_info"", ""ebm""]",mean_rank_score,classifier,"{""learning_rate"": 0.035, ""max_depth"": 3, ""min_child_weight"": 3.0, ""n_estimators"": 260, ""scale_pos_weight_multiplier"": 1.0}",1600.0,5674.0,710.8,286.8,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,17
2,round1_prescreen_feature_screen,ps_mean_0018,4071.0,998.4,0.4577548673633031,0.6422459054795859,4000,0.2496,"var_175,var_190,var_254,var_264,var_328,var_389",6,pair__abs_corr+lightgbm_gain,random_forest_small,random_forest_small_deep02,5,4000,0,5,0,True,ps_mean_0018__k_006,ps_mean_0018__k_006__random_forest_small_deep02,"[""abs_corr"", ""lightgbm_gain""]",mean_rank_score,classifier,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 5, ""min_samples_leaf"": 16, ""n_estimators"": 400}",1200.0,5271.0,684.2,314.2,2215.0,2015.0,9865.0,9665.0,1.0,1.0,0.0,0.0,18
