prescreen_recipe_id,prescreen_name,prescreen_methods,prescreen_method_count,rank_aggregation,adaptive,adaptive_method_count,leakage_rule
ps_mean_0228,ensemble_6__mutual_info+abs_corr+logistic_l1+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0229,ensemble_6__mutual_info+abs_corr+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam,"[""mutual_info"", ""abs_corr"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0230,ensemble_6__mutual_info+abs_corr+abess_logistic+lightgbm_gain+ebm+lambdamart,"[""mutual_info"", ""abs_corr"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0231,ensemble_6__mutual_info+abs_corr+abess_logistic+lightgbm_gain+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""abess_logistic"", ""lightgbm_gain"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0232,ensemble_6__mutual_info+abs_corr+abess_logistic+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""abess_logistic"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0233,ensemble_6__mutual_info+abs_corr+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0234,ensemble_6__mutual_info+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam,"[""mutual_info"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0235,ensemble_6__mutual_info+logistic_l1+abess_logistic+lightgbm_gain+ebm+lambdamart,"[""mutual_info"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0236,ensemble_6__mutual_info+logistic_l1+abess_logistic+lightgbm_gain+sparse_gam_spam+lambdamart,"[""mutual_info"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0237,ensemble_6__mutual_info+logistic_l1+abess_logistic+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""logistic_l1"", ""abess_logistic"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0238,ensemble_6__mutual_info+logistic_l1+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""logistic_l1"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0239,ensemble_6__mutual_info+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0240,ensemble_6__abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam,"[""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0241,ensemble_6__abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+lambdamart,"[""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0242,ensemble_6__abs_corr+logistic_l1+abess_logistic+lightgbm_gain+sparse_gam_spam+lambdamart,"[""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0243,ensemble_6__abs_corr+logistic_l1+abess_logistic+ebm+sparse_gam_spam+lambdamart,"[""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0244,ensemble_6__abs_corr+logistic_l1+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""abs_corr"", ""logistic_l1"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0245,ensemble_6__abs_corr+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""abs_corr"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0246,ensemble_6__logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",6,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0247,ensemble_7__mutual_info+abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0248,ensemble_7__mutual_info+abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0249,ensemble_7__mutual_info+abs_corr+logistic_l1+abess_logistic+lightgbm_gain+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0250,ensemble_7__mutual_info+abs_corr+logistic_l1+abess_logistic+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0251,ensemble_7__mutual_info+abs_corr+logistic_l1+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0252,ensemble_7__mutual_info+abs_corr+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0253,ensemble_7__mutual_info+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0254,ensemble_7__abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",7,mean_rank_score,False,,fit ranking only on the active training partition
ps_mean_0255,all__mutual_info+abs_corr+logistic_l1+abess_logistic+lightgbm_gain+ebm+sparse_gam_spam+lambdamart,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",8,mean_rank_score,False,,fit ranking only on the active training partition
ps_weighted_all_train_only,weighted_all__train_only_single_scores,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",8,train_only_single_score_weighted,True,8.0,derive weights only from inner-training folds
ps_weighted_top5_train_only,weighted_top5__train_only_single_scores,"[""mutual_info"", ""abs_corr"", ""logistic_l1"", ""abess_logistic"", ""lightgbm_gain"", ""ebm"", ""sparse_gam_spam"", ""lambdamart""]",8,train_only_single_score_weighted_top_k,True,5.0,select and weight methods only from inner-training folds
